Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,>0-1,>1-2,>2-3,>3-4,>4-5,>5-6,>6-7,>7-8,>8-9,>9-10,>10-11,>11-12,>12-13,>13-14,>14-15,>15-16,>16-17,>17-18,>18-19,>19-20,>20-21,>21-22,>22-23,>23-24,>24-25,>25-26,>26-27,>27-28,>28-29,>29-30,>30-31,>31-32,>32-33,>33-34,>34-35,>35-36,>36-37,>37-38,>38-39,>39-40,>40-41,>41-42,>42-43,>43-44,>44-45,>45-46,>46-47,>47-48,>48-49,>49-50,>50-51,>51-52,>52-53,>53-54,>54-55,>55-56,>56-57,>57-58,>58-59,>59-60,>60-61,>61-62,>62-63,>63-64,>64-65,>65-66,>66-67,>67-68,>68-69,>69-70,>70-71,>71-72,>72-73,>73-74,>74-75,>75-76,>76-77,>77-78,>78-79,>79-80,>80-81,>81-82,>82-83,>83-84,>84-85,>85-86,>86-87,>87-88,>88-89,>89-90,>90-91,>91-92,>92-93,>93-94,>94-95,>95-96,>96-97,>97-98,>98-99,>99-100,>100-101,>101-102,>102-103,>103-104,104 plus,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks),Total 52 plus weeks,Total 78 plus weeks,Total 65 plus weeks
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,C_100,General Surgery Service,318,226,208,228,175,211,217,238,175,138,179,170,111,169,134,115,124,71,125,124,98,118,92,115,100,97,93,119,118,69,48,56,84,78,66,80,52,75,41,40,44,41,35,29,34,38,20,13,20,17,20,20,8,5,5,2,3,2,-,2,-,-,1,1,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,458","3,207",58.80%,13.8,38.2,32,-,3
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,C_101,Urology Service,175,122,126,130,96,112,106,96,116,92,93,93,70,94,70,73,69,34,69,60,51,44,52,40,36,42,22,29,38,41,23,17,32,32,30,36,42,17,21,29,13,8,11,12,6,2,2,4,4,3,3,1,4,-,-,1,2,-,1,1,1,-,2,1,1,-,1,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,656","1,767",66.50%,11.7,35.5,17,-,3
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,131,102,125,128,85,98,102,113,108,80,116,103,75,120,118,77,76,41,51,66,54,69,52,51,58,49,33,39,39,20,17,10,29,22,26,21,14,15,12,18,13,9,11,8,7,10,4,14,6,5,4,-,7,3,-,3,3,-,1,-,1,-,-,1,-,-,-,1,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,677","1,798",67.20%,12.6,34.2,23,-,4
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,195,161,186,152,120,114,107,132,106,36,41,49,38,62,47,44,48,42,29,34,39,30,35,21,37,31,29,30,21,32,11,15,28,23,17,19,16,23,8,21,13,16,14,6,11,8,8,8,4,4,14,7,7,7,13,2,5,6,4,4,2,3,-,4,2,4,5,2,1,3,1,1,3,1,-,2,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,427","1,680",69.20%,8.4,40.3,85,2,26
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,C_130,Ophthalmology Service,13,-,-,1,1,2,1,2,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,22,100.00%,0.8,10.2,-,-,-
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,C_140,Oral Surgery Service,230,189,153,130,111,111,164,139,125,95,108,116,83,137,110,96,90,63,80,75,60,57,47,35,25,29,25,20,27,22,13,13,26,13,8,16,13,17,15,14,3,3,3,4,7,1,3,2,3,1,3,1,1,2,1,2,4,-,1,1,1,-,-,-,-,-,-,-,1,-,-,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,953","2,250",76.20%,10.3,28.5,19,1,6
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,23,15,16,15,22,15,19,14,23,18,10,13,9,15,23,17,14,8,8,18,12,20,16,12,11,14,7,15,8,7,7,3,8,9,6,10,12,7,8,6,8,9,3,5,14,6,1,3,1,7,11,4,2,4,4,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,597,289,48.40%,19.1,44.8,12,-,-
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,33,12,14,17,11,19,17,24,21,18,16,13,13,19,22,22,9,9,17,14,13,19,1,9,10,13,9,13,10,-,-,-,5,2,-,-,1,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,447,309,69.10%,12.7,26.7,-,-,-
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,C_301,Gastroenterology Service,108,68,78,47,58,66,68,57,56,56,54,47,46,38,32,33,30,16,31,28,40,26,19,25,23,13,11,15,9,14,7,3,9,12,17,7,5,1,4,1,1,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,281",958,74.80%,9.6,27.3,-,-,-
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,C_320,Cardiology Service,104,78,84,65,59,66,69,54,58,53,55,51,37,41,26,25,28,19,23,18,22,22,20,15,17,7,5,6,12,4,1,6,7,15,4,3,2,9,8,1,-,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,203",972,80.80%,8.4,24.9,-,-,-
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,C_330,Dermatology Service,180,93,88,82,67,91,60,62,67,51,54,62,38,58,59,64,42,27,41,42,38,46,32,35,33,27,34,49,36,25,14,20,30,15,18,24,27,25,21,25,22,20,32,19,19,16,11,9,5,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,060","1,245",60.40%,13.6,39.7,-,-,-
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,110,82,103,82,69,84,137,53,45,42,81,23,40,24,30,32,32,18,17,17,20,13,17,15,7,14,13,7,4,1,-,2,2,5,2,2,1,6,3,2,2,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,263","1,087",86.10%,6.7,22.5,-,-,-
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,C_400,Neurology Service,69,62,97,51,58,34,43,51,44,15,35,34,26,23,29,32,12,8,17,16,4,4,5,19,8,11,15,11,6,4,3,1,4,4,3,-,1,-,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,863,723,83.80%,7.3,24.7,-,-,-
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,C_410,Rheumatology Service,40,18,34,20,19,8,8,4,4,5,7,5,-,2,2,-,2,-,1,-,1,1,1,-,-,1,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,186,178,95.70%,3.1,11.8,-,-,-
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,24,18,18,12,18,15,10,13,12,6,14,12,7,4,7,7,7,2,5,7,4,7,3,4,1,1,2,1,-,-,1,-,-,-,-,-,2,2,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,248,206,83.10%,7.7,21.9,-,-,-
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,C_502,Gynaecology Service,261,161,153,202,144,117,146,168,131,94,115,57,61,64,66,56,53,17,51,61,72,55,77,56,65,51,85,76,34,23,17,9,30,22,33,31,31,23,26,7,20,16,26,11,10,11,14,16,15,11,5,13,4,4,4,8,5,4,4,3,1,-,-,-,4,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,212","2,066",64.30%,10.3,37.4,43,-,2
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,X02,Other - Medical Services,206,163,180,148,143,162,128,139,101,255,221,69,70,100,51,52,45,31,73,46,44,56,34,43,59,78,16,25,28,38,41,33,31,35,33,36,27,23,24,22,12,4,1,6,1,4,6,2,1,3,1,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,153","2,264",71.80%,9.8,32.7,3,-,1
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,X04,Other - Paediatric Services,205,115,193,138,135,130,134,147,142,93,142,112,84,90,71,77,56,37,57,58,40,52,43,40,33,32,38,36,26,36,11,12,23,36,30,30,24,21,19,22,8,13,10,7,17,23,8,10,4,8,7,9,2,5,5,2,3,2,1,1,-,-,-,1,-,1,-,1,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,974","2,101",70.60%,10.4,36.1,30,1,8
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,X05,Other - Surgical Services,112,74,56,30,23,12,15,10,6,3,1,3,1,3,1,1,1,3,-,-,-,1,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,361,355,98.30%,1.9,8,-,-,-
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,X06,Other - Other Services,14,10,11,21,7,10,15,15,19,11,17,15,6,6,5,1,1,2,5,2,1,8,1,1,5,6,6,3,5,1,2,1,5,2,2,3,2,4,1,2,2,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,258,186,72.10%,9.6,32.9,-,-,-
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,C_999,Total,"2,551","1,769","1,923","1,699","1,421","1,477","1,566","1,531","1,359","1,161","1,360","1,048",815,"1,069",903,824,739,448,700,686,613,648,547,536,529,517,444,495,421,337,216,202,353,326,295,318,272,269,214,210,165,140,149,111,130,120,77,82,63,60,72,55,37,30,32,21,25,14,12,12,6,3,4,8,7,5,7,5,5,8,3,2,4,4,2,3,1,-,1,1,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"34,299","23,663",69.00%,10.5,35.1,264,4,53
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,C_100,General Surgery Service,1,1,2,6,2,3,5,2,1,2,-,4,-,5,4,1,2,3,3,2,1,3,1,1,-,-,1,-,1,-,-,3,1,-,-,-,-,-,1,1,1,-,1,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,44,64.70%,14,39.6,-,-,-
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,C_101,Urology Service,197,201,177,185,167,178,190,162,168,120,110,148,88,138,107,123,121,75,116,93,96,127,91,119,90,85,107,75,88,99,43,44,80,96,68,66,67,53,73,68,87,75,61,48,41,57,37,21,26,26,30,20,15,13,11,15,10,11,6,13,7,3,4,3,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,141","2,655",51.60%,16.9,43.2,113,-,2
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,123,145,207,191,155,190,183,157,159,135,165,154,133,145,150,130,102,63,86,106,96,101,69,69,68,72,69,51,61,41,23,30,43,43,36,55,41,30,30,28,25,19,15,22,18,20,14,13,9,7,9,5,2,5,7,4,2,3,2,1,2,1,3,1,3,1,1,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,151","2,687",64.70%,12.8,36.3,40,-,4
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,176,205,245,255,188,233,236,204,208,163,214,221,160,184,178,155,164,106,145,168,171,150,163,129,166,197,233,209,178,115,79,80,185,113,144,132,141,139,119,86,126,99,106,112,87,88,67,64,57,67,68,55,44,49,51,64,22,15,12,17,3,1,3,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"8,020","3,495",43.60%,21.2,46.3,287,-,-
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,C_130,Ophthalmology Service,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,C_140,Oral Surgery Service,172,168,229,201,161,209,151,178,152,112,145,128,79,101,91,95,77,59,88,78,73,64,43,48,45,32,37,36,37,32,10,16,13,20,20,17,22,9,16,14,12,9,12,12,12,9,9,4,4,8,2,3,2,5,2,3,2,-,-,2,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,"3,392","2,508",73.90%,9.7,30,18,1,2
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,C_150,Neurosurgical Service,170,126,124,141,136,118,144,133,105,90,117,127,119,113,111,85,94,64,78,79,103,74,72,57,53,88,61,65,56,44,28,27,46,49,45,43,36,36,37,24,38,23,25,23,20,21,16,12,7,20,15,21,30,9,16,12,15,14,12,7,10,6,9,5,7,5,5,6,1,5,1,6,-,2,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,744","2,117",56.50%,15,44.9,185,-,33
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,18,13,13,17,6,7,1,3,2,2,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,84,84,100.00%,2.8,7.8,-,-,-
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,193,143,177,183,176,207,183,148,154,134,157,132,118,96,123,105,62,32,73,87,59,41,56,54,44,39,31,13,14,7,10,5,4,7,4,2,5,2,4,3,2,3,1,3,3,-,1,1,1,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,105","2,523",81.30%,8.9,23.3,-,-,-
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,C_301,Gastroenterology Service,446,175,211,193,150,149,121,153,127,108,141,128,86,109,93,54,50,24,45,42,46,44,45,30,26,28,26,17,25,14,11,11,12,14,14,8,6,11,12,5,3,1,1,1,1,1,1,-,-,-,-,1,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,022","2,518",83.30%,7.4,24.4,2,-,-
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,C_320,Cardiology Service,56,52,55,52,54,50,36,42,36,36,49,42,40,34,36,34,29,12,22,33,33,26,20,28,26,25,24,29,19,10,17,10,21,18,5,3,4,3,6,3,2,2,4,3,3,2,-,2,-,3,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,157",745,64.40%,12.5,31.7,-,-,-
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,C_330,Dermatology Service,89,122,101,94,82,89,66,74,84,74,67,79,67,81,69,75,63,49,78,63,53,64,50,57,59,58,50,52,50,34,21,11,26,23,13,22,16,17,17,18,37,18,27,11,22,30,31,21,17,19,21,19,14,15,19,15,2,13,7,10,8,3,2,3,2,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,665","1,425",53.50%,16.3,47,115,-,2
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,66,65,45,62,46,37,38,37,27,28,38,24,19,25,22,21,25,11,17,12,20,19,6,7,14,11,16,5,4,5,1,4,3,3,1,-,2,2,1,6,5,1,-,1,3,2,5,2,3,4,3,1,-,2,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,829,636,76.70%,8.7,27.9,4,-,-
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,C_400,Neurology Service,240,283,235,237,192,274,240,239,228,155,193,210,149,164,183,147,146,88,129,141,125,129,92,85,100,94,86,82,77,59,47,46,54,42,50,53,44,49,40,32,31,33,30,26,16,14,13,14,10,12,17,13,4,7,4,2,3,8,5,1,1,2,-,1,-,1,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,529","3,603",65.20%,12.3,35.9,41,-,3
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,C_410,Rheumatology Service,53,71,60,75,60,54,64,68,45,48,46,38,35,38,44,43,46,34,44,35,53,41,44,34,20,26,21,25,17,7,4,10,9,10,17,9,6,6,9,10,8,5,3,11,8,6,10,6,8,10,3,5,5,5,5,4,5,5,5,4,1,-,-,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,505",922,61.30%,13.9,40.7,43,-,1
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,10,4,9,7,2,8,2,2,1,2,4,3,1,4,1,-,2,-,1,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,62,95.40%,5.1,14.8,-,-,-
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,C_502,Gynaecology Service,181,179,185,226,164,191,183,206,168,169,177,176,96,193,152,143,127,69,124,102,82,80,109,79,95,83,84,104,71,53,35,47,63,59,68,58,71,59,59,65,49,60,53,64,39,59,59,45,52,46,56,33,47,39,40,33,31,26,46,29,33,28,12,12,13,6,8,11,5,3,2,3,1,1,3,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,685","2,985",52.50%,16.4,51.4,435,3,46
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,X02,Other - Medical Services,447,425,441,440,404,468,407,408,352,308,405,351,298,359,309,256,231,156,238,241,226,215,202,202,240,171,196,212,155,137,96,85,147,135,152,132,173,146,99,95,87,82,100,62,49,58,38,30,20,24,30,21,37,23,17,26,17,15,9,8,1,3,3,4,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"10,926","6,465",59.20%,13.9,38.9,165,-,1
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,X03,Other - Mental Health Services,24,24,18,29,24,28,26,31,18,18,18,25,19,31,32,29,27,11,25,17,20,12,11,13,15,13,14,7,14,3,4,3,3,3,4,3,3,1,2,2,2,2,-,1,1,2,-,1,1,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,637,432,67.80%,13.5,28.5,1,-,-
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,X04,Other - Paediatric Services,199,193,198,220,188,240,226,192,182,149,191,170,167,206,165,152,139,98,157,135,121,161,114,128,129,94,134,98,92,86,39,62,64,54,63,65,52,62,59,65,42,48,57,45,44,40,40,38,20,20,20,16,25,13,23,18,12,15,16,15,9,-,7,2,2,1,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,901","3,275",55.50%,15.4,42.5,162,1,5
