Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,>0-1,>1-2,>2-3,>3-4,>4-5,>5-6,>6-7,>7-8,>8-9,>9-10,>10-11,>11-12,>12-13,>13-14,>14-15,>15-16,>16-17,>17-18,>18-19,>19-20,>20-21,>21-22,>22-23,>23-24,>24-25,>25-26,>26-27,>27-28,>28-29,>29-30,>30-31,>31-32,>32-33,>33-34,>34-35,>35-36,>36-37,>37-38,>38-39,>39-40,>40-41,>41-42,>42-43,>43-44,>44-45,>45-46,>46-47,>47-48,>48-49,>49-50,>50-51,>51-52,>52-53,>53-54,>54-55,>55-56,>56-57,>57-58,>58-59,>59-60,>60-61,>61-62,>62-63,>63-64,>64-65,>65-66,>66-67,>67-68,>68-69,>69-70,>70-71,>71-72,>72-73,>73-74,>74-75,>75-76,>76-77,>77-78,>78-79,>79-80,>80-81,>81-82,>82-83,>83-84,>84-85,>85-86,>86-87,>87-88,>88-89,>89-90,>90-91,>91-92,>92-93,>93-94,>94-95,>95-96,>96-97,>97-98,>98-99,>99-100,>100-101,>101-102,>102-103,>103-104,104 plus,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks),Total 52 plus weeks,Total 78 plus weeks,Total 65 plus weeks
Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,C_160,Plastic Surgery Service,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,C_300,General Internal Medicine Service,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,C_301,Gastroenterology Service,255,155,139,114,59,40,53,51,66,54,51,48,46,36,27,49,44,31,10,19,23,21,17,8,11,7,7,3,6,3,1,2,1,1,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,461","1,318",90.20%,5.2,19.8,-,-,-
Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,C_320,Cardiology Service,157,131,117,100,71,55,80,89,78,92,82,103,93,72,49,47,45,51,33,39,31,46,38,33,31,33,29,28,45,25,18,14,8,9,18,10,15,12,6,7,9,4,2,3,7,1,2,-,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,071","1,512",73.00%,10.8,29.3,1,-,-
Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,C_330,Dermatology Service,374,266,228,183,80,81,108,108,118,142,112,127,95,88,73,62,68,60,42,44,40,47,34,55,35,46,35,24,28,31,27,25,25,18,23,19,20,22,33,25,24,10,9,-,6,4,4,2,2,2,1,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,138","2,373",75.60%,9.2,32,3,-,-
Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,C_340,Respiratory Medicine Service,34,29,28,30,20,8,20,30,27,22,16,20,19,18,10,7,26,13,14,13,14,9,10,13,13,10,5,8,11,7,9,16,9,14,11,1,4,10,11,13,6,6,1,2,3,-,2,-,1,-,-,1,1,-,-,3,1,-,1,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,633,377,59.60%,13.8,38.4,9,-,-
Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,C_400,Neurology Service,63,73,59,51,47,39,62,42,52,50,63,77,55,44,45,51,60,50,58,41,48,34,28,35,28,21,28,24,27,28,27,17,26,23,27,18,33,33,13,19,33,26,16,17,24,18,21,13,9,7,2,3,3,2,3,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,821",983,54.00%,16.6,41.9,13,-,-
Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,C_410,Rheumatology Service,75,57,52,66,23,29,48,49,27,31,41,32,19,23,12,12,6,10,4,3,-,2,1,2,2,-,1,1,-,1,1,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,632,612,96.80%,6.3,14.8,-,-,-
Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,C_430,Elderly Medicine Service,14,28,32,17,15,19,18,20,19,24,25,24,19,17,17,15,16,8,12,7,10,8,4,2,13,3,4,5,7,2,2,2,2,1,3,2,1,2,1,-,1,-,1,1,-,1,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,447,347,77.60%,10.7,27.2,-,-,-
Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,C_502,Gynaecology Service,191,157,107,147,85,86,103,121,80,101,80,97,92,58,62,87,66,56,61,50,52,63,74,51,28,46,35,40,31,41,32,32,35,32,22,12,29,29,16,21,29,15,23,7,18,13,15,16,17,7,9,10,4,4,-,-,5,-,1,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,804","1,776",63.30%,12.5,38.5,17,-,-
Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,X02,Other - Medical Services,373,414,404,376,204,181,270,271,266,246,165,224,167,185,124,134,148,113,101,75,86,99,57,73,89,96,89,81,70,61,68,45,58,51,39,33,21,18,20,12,12,14,8,9,11,11,8,12,14,14,5,7,10,7,5,12,1,2,3,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,774","4,265",73.90%,9.5,31,42,-,-
Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,X04,Other - Paediatric Services,42,38,46,43,16,16,39,32,26,31,29,17,21,9,12,16,15,8,11,10,10,15,7,5,8,6,4,6,8,3,3,1,4,6,7,4,4,3,-,-,3,3,-,-,2,1,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,593,456,76.90%,8.9,28.9,2,-,-
Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,X05,Other - Surgical Services,306,195,129,98,54,35,73,68,46,53,55,51,47,53,36,38,42,40,54,41,33,46,38,35,33,31,30,33,39,23,16,36,35,36,34,13,12,22,11,22,17,21,10,7,20,26,13,13,5,7,9,12,9,6,4,5,5,2,8,3,4,3,2,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,"2,307","1,419",61.50%,11.8,41.6,55,1,1
Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,X06,Other - Other Services,154,114,105,69,40,38,54,36,25,22,14,9,24,8,14,13,13,9,13,8,5,1,2,5,4,8,5,3,5,7,4,3,2,2,5,2,4,-,1,1,4,3,1,2,1,2,1,1,1,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,869,761,87.60%,3.9,25.1,1,-,-
Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,C_999,Total,"3,139","2,699","2,392","2,128","1,148","1,037","1,687","1,582","1,461","1,499","1,369","1,439","1,273","1,106",984,"1,005",981,871,800,681,709,720,550,578,525,570,531,490,502,458,424,398,425,375,375,255,338,316,240,272,300,225,170,101,199,162,143,132,123,103,97,95,82,68,53,73,40,13,44,25,25,26,29,16,13,7,4,8,2,1,2,2,1,3,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,"40,724","27,800",68.30%,11.2,36.9,542,3,35
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_100,General Surgery Service,153,113,83,98,59,42,86,83,91,93,78,71,64,56,57,48,40,57,49,52,50,71,31,29,46,30,14,15,16,14,18,16,12,15,7,9,19,29,7,14,8,2,6,5,6,1,3,2,6,4,8,7,6,4,5,2,8,2,3,2,3,2,2,4,2,-,3,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,044","1,372",67.10%,11.6,36.8,51,-,6
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_101,Urology Service,217,167,135,150,89,85,114,113,108,104,118,91,111,87,89,74,91,80,74,58,60,63,47,75,55,60,62,45,65,63,58,51,83,65,41,41,49,38,27,28,34,39,23,17,23,27,19,16,20,19,20,20,20,15,18,16,12,4,11,14,11,6,10,9,7,1,6,1,4,-,2,1,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,679","2,023",55.00%,15.8,45.7,171,-,18
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,530,451,434,382,176,141,323,281,327,272,235,200,193,189,153,214,151,173,153,125,134,122,113,108,113,99,96,98,100,119,94,87,110,86,91,57,112,101,63,87,79,75,75,49,61,48,51,54,52,53,45,49,44,41,45,30,24,13,45,28,33,24,25,12,15,11,15,8,8,4,1,3,1,3,1,-,4,1,1,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,"8,226","4,825",58.70%,13.9,47.7,442,3,63
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,314,218,192,177,113,75,149,142,155,144,137,131,143,134,106,112,114,131,119,97,86,99,89,101,88,80,89,76,80,88,109,75,84,81,73,45,63,74,45,53,51,61,48,29,35,33,30,32,25,20,31,19,20,20,16,14,12,7,10,22,15,7,14,7,3,7,1,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,075","2,687",52.90%,16.8,44,180,-,13
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_130,Ophthalmology Service,335,259,232,298,153,98,213,173,180,169,151,165,156,169,98,126,165,136,117,122,101,90,92,65,89,81,77,54,67,63,68,71,66,36,47,30,31,29,28,16,22,18,13,9,12,9,15,17,10,20,2,7,3,7,3,2,1,1,6,1,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,897","3,276",66.90%,12.1,33.2,27,-,-
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_140,Oral Surgery Service,140,124,99,93,63,60,132,88,68,101,97,75,78,85,68,85,70,74,54,83,64,72,54,58,58,45,67,50,39,48,32,65,48,36,33,33,50,32,24,43,24,17,28,14,23,13,18,8,18,23,3,8,5,4,4,1,2,1,3,4,1,1,-,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,914","1,600",54.90%,16,39.8,29,-,1
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,14,4,7,8,1,7,5,7,7,8,8,11,9,-,6,8,8,2,6,3,6,5,3,7,3,5,3,1,2,4,1,3,2,3,-,1,4,2,-,-,2,-,1,-,2,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,191,120,62.80%,12.9,33.6,1,-,-
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,3,2,3,2,2,1,1,2,-,1,-,-,1,-,1,-,-,-,1,2,1,-,1,1,-,1,-,3,-,-,1,-,-,-,-,-,2,2,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,19,50.00%,15,42.5,-,-,-
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,1,3,1,4,2,-,-,2,2,4,3,3,1,1,5,1,4,-,2,4,1,2,3,1,-,3,2,1,1,2,-,3,1,1,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,37,56.10%,16,31.6,-,-,-
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_301,Gastroenterology Service,119,153,105,68,80,57,117,87,73,100,115,52,92,94,71,79,62,65,53,66,73,61,40,45,47,79,72,56,59,67,61,43,45,42,43,46,17,14,14,8,6,17,12,5,2,8,9,9,6,7,7,6,3,6,6,7,2,3,5,4,1,-,1,1,1,-,2,1,1,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,781","1,589",57.10%,15.1,35.4,47,-,7
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_320,Cardiology Service,252,206,207,195,97,83,187,169,170,144,177,142,140,139,98,73,65,72,70,56,50,47,41,48,42,50,47,40,47,47,47,34,40,45,35,30,45,39,20,4,11,11,13,5,5,4,1,3,2,-,1,2,2,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,603","2,616",72.60%,10.5,32.8,5,-,-
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_330,Dermatology Service,249,150,161,139,95,89,117,105,124,122,104,99,118,71,70,72,46,51,52,44,41,56,45,44,50,36,38,39,30,17,13,36,50,40,34,21,35,25,33,27,31,31,27,13,6,1,4,5,5,3,7,5,2,3,3,-,1,-,1,2,1,1,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,942","1,982",67.40%,11.2,37.1,16,-,2
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,103,83,94,100,65,48,67,63,79,69,75,71,48,71,49,49,55,44,30,27,35,36,26,37,12,31,29,17,37,29,20,15,29,26,17,12,16,15,12,11,11,6,8,11,5,10,5,13,3,2,3,3,1,1,-,2,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,837","1,233",67.10%,12,35.3,5,-,-
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_400,Neurology Service,101,73,77,67,62,34,72,62,68,78,65,52,44,45,43,39,61,41,33,39,20,39,19,23,36,41,26,32,44,40,37,32,30,41,29,27,29,50,22,19,15,16,24,14,10,14,7,5,10,7,1,3,3,3,1,2,2,1,4,1,1,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,938","1,084",55.90%,15.7,39.5,20,-,1
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_410,Rheumatology Service,52,35,43,44,26,15,38,24,45,28,31,37,37,30,28,29,20,23,18,22,15,19,13,15,14,11,12,3,9,13,8,10,12,3,11,2,4,5,7,5,2,1,1,3,1,2,2,1,3,-,-,2,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,836,585,70.00%,12,32.2,2,-,-
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,51,40,29,35,30,25,24,29,25,24,17,17,12,7,9,13,13,13,7,9,3,6,4,10,6,5,9,4,5,4,8,4,2,4,7,2,1,5,6,4,3,7,4,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,545,413,75.80%,8.4,33.6,1,-,-
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_502,Gynaecology Service,254,189,227,170,115,135,147,151,168,141,170,114,162,127,111,105,140,144,105,92,94,92,58,81,68,88,94,78,71,55,68,57,76,73,55,68,53,72,50,76,36,46,60,14,23,18,21,22,21,19,18,22,11,9,12,7,6,10,8,6,3,4,4,-,3,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,800","2,770",57.70%,15.2,40.6,86,-,3
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,X02,Other - Medical Services,211,174,167,172,95,93,151,161,139,137,119,111,96,93,106,79,96,78,65,59,77,73,43,46,52,60,47,33,27,41,49,32,37,31,31,30,26,42,27,32,19,20,13,4,1,2,1,-,-,1,1,2,-,-,-,1,-,-,1,-,1,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,307","2,278",68.90%,11.3,33.8,5,-,-
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,X04,Other - Paediatric Services,107,97,103,86,41,43,84,74,71,59,52,53,56,42,53,41,39,31,21,24,19,21,11,14,17,23,25,18,25,15,13,17,18,22,21,15,29,14,12,10,15,27,16,9,9,6,3,4,1,4,3,2,2,2,1,4,1,-,3,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,649","1,132",68.60%,11.1,38.3,14,-,1
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,X05,Other - Surgical Services,419,381,302,266,180,111,226,227,197,190,214,184,184,175,184,170,141,147,121,119,86,140,101,116,102,100,88,71,75,59,67,66,59,49,65,48,47,42,37,52,55,51,34,33,45,42,40,43,37,35,29,26,35,29,16,22,16,15,20,20,21,12,15,15,9,12,4,7,-,4,-,1,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6,354","3,898",61.30%,13.5,45.5,276,1,31
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,X06,Other - Other Services,79,82,58,67,61,20,66,60,52,48,50,77,62,45,28,23,12,26,15,19,20,21,14,12,20,15,15,15,17,9,15,13,10,16,10,7,17,14,14,18,15,4,8,9,1,11,-,2,1,3,-,1,1,2,2,2,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,307",916,70.10%,11.1,37.5,10,-,-
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_999,Total,"3,704","3,004","2,759","2,621","1,605","1,262","2,319","2,103","2,149","2,036","2,016","1,756","1,807","1,660","1,433","1,440","1,393","1,388","1,165","1,122","1,036","1,135",848,936,918,943,912,749,816,797,787,730,814,715,650,524,650,644,448,507,440,449,416,245,270,249,230,236,221,220,179,185,158,146,134,113,89,60,120,105,94,58,71,51,43,32,34,21,16,11,6,5,4,6,1,1,4,1,1,-,-,-,-,1,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,"59,029","36,455",61.80%,13.2,40,"1,388",4,146
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,C_100,General Surgery Service,11,30,35,40,19,13,51,34,27,42,28,35,36,36,45,26,30,45,39,39,38,59,30,35,17,26,21,27,28,20,25,12,24,19,17,19,15,15,6,9,14,11,15,6,14,14,11,6,11,6,6,10,8,6,11,8,4,2,6,9,9,11,4,5,3,1,2,1,1,-,2,1,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,344",583,43.40%,20.3,50.9,97,-,11
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,C_101,Urology Service,186,176,192,149,108,71,151,145,120,143,110,97,117,92,103,105,57,59,66,64,68,58,42,49,47,39,49,40,43,48,35,39,30,33,29,20,40,31,19,18,18,21,12,14,12,11,16,8,9,15,12,13,7,4,11,9,5,6,10,3,5,2,1,1,2,2,2,1,1,1,1,-,3,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,327","2,181",65.60%,12.1,38.5,78,-,12
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,287,341,300,288,168,171,326,302,288,304,255,311,243,237,267,277,249,232,265,194,262,247,188,180,172,175,183,190,172,184,205,185,181,172,154,107,159,129,103,150,130,121,99,76,55,116,87,95,77,59,43,53,52,47,44,46,31,15,31,30,25,17,17,30,16,16,14,13,15,13,11,4,6,2,-,2,-,1,3,2,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"10,319","4,846",47.00%,19.3,47.1,505,7,104
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,167,261,138,158,84,60,171,162,82,144,60,193,111,175,117,114,126,115,106,111,90,100,39,76,69,84,74,63,66,63,90,39,54,45,39,33,52,31,26,31,43,38,43,28,19,28,31,18,20,24,9,13,18,15,9,5,4,1,4,5,5,2,3,2,1,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,209","2,438",57.90%,15.2,41.3,76,-,2
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,C_130,Ophthalmology Service,359,399,411,333,212,138,282,279,310,240,218,249,203,198,201,203,176,181,177,151,150,160,157,143,159,102,109,128,139,124,124,91,111,110,92,86,82,82,101,79,77,73,72,36,76,66,62,75,68,49,46,49,46,27,33,21,12,4,7,11,9,16,17,6,8,4,5,3,1,3,2,3,2,3,1,2,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"8,246","4,592",55.70%,15.4,45.1,248,1,31
