Index,date,organisation_code,regional_name,organisation_name,ae_attendances_type_1,ae_attendances_type_2,ae_attendances_other_ae_department,ae_attendances_booked_appointments_type_1,ae_attendances_booked_appointments_type_2,ae_attendances_booked_appointments_other_department,attendances_over_4hrs_type_1,attendances_over_4hrs_type_2,attendances_over_4hrs_other_department,attendances_over_4hrs_booked_appointments_type_1,attendances_over_4hrs_booked_appointments_type_2,attendances_over_4hrs_booked_appointments_other_department,patients_who_have_waited_4_to_12hrs_from_dta_to_admission,patients_who_have_waited_12_plus_hours_from_dta_to_admission,emergency_admissions_via_ae_type_1,emergency_admissions_via_ae_type_2,emergency_admissions_via_ae_other_ae_department,other_emergency_admissions
565,01/10/2024,AQN04,South East,PHL LYMINGTON UTC,0,0,2755,0,0,9,0,0,13,0,0,0,0,0,0,0,0,0
566,01/08/2024,ACH01,South East,WHITSTABLE MEDICAL PRACTICE,0,0,5170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,01/10/2024,Y00751,South East,EAST BERKS PRIMARY CARE OOH(WAM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,01/08/2024,RW1,South East,SOUTHERN HEALTH NHS FOUNDATION TRUST,0,0,2876,0,0,0,0,0,27,0,0,0,0,0,0,0,1,151
569,01/05/2024,RHM,South East,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,12453,1251,0,158,0,0,3830,97,0,50,0,0,251,11,4059,13,0,1562
570,01/05/2024,RN5,South East,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,13010,158,538,0,0,174,4999,0,0,0,0,0,660,34,4384,9,0,1002
571,01/05/2024,RPA,South East,MEDWAY NHS FOUNDATION TRUST,9403,0,7329,370,0,1133,2810,0,1076,59,0,0,442,588,2404,0,0,1048
572,01/12/2024,RA2,South East,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6551,0,1270,918,0,13,2291,0,0,268,0,0,429,4,2441,0,0,1024
573,01/11/2024,NDJ,South East,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,01/05/2024,RVV,South East,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,13011,0,13265,0,0,0,6083,0,236,0,0,0,592,1227,3716,0,569,1008
575,01/08/2024,R1F,South East,ISLE OF WIGHT NHS TRUST,4455,282,1791,20,0,22,1900,0,0,5,0,0,171,34,1144,0,0,308
576,01/05/2024,RXC,South East,EAST SUSSEX HEALTHCARE NHS TRUST,10590,0,2450,873,0,1239,3211,0,31,0,0,0,277,4,3486,0,0,599
577,01/09/2024,RPC,South East,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,1494,0,0,0,0,0,23,0,0,0,0,0,0,0,1,551
578,01/12/2024,ACH01,South East,WHITSTABLE MEDICAL PRACTICE,0,0,5496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,01/08/2024,NTV0W,South East,WOKING WALK IN CENTRE,0,0,2491,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
580,01/08/2024,RTH,South East,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11262,1807,1778,1328,0,105,3596,0,3,296,0,1,782,0,4247,131,14,4350
581,01/05/2024,RYR,South East,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,22985,1519,5669,1438,0,1305,10431,78,769,494,0,47,1533,1316,8179,34,48,1554
582,01/11/2024,RHW,South East,ROYAL BERKSHIRE NHS FOUNDATION TRUST,11076,2259,1332,904,24,0,4378,15,0,306,0,0,545,1,2477,0,0,368
583,01/11/2024,Y02676,South East,BRIGHTON STATION HEALTH CENTRE,0,0,1925,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
584,01/11/2024,NQT51,South East,STATION PLAZA HEALTH CENTRE,0,0,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,01/08/2024,RHM,South East,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,11011,1283,0,225,0,0,3616,112,0,42,0,0,241,6,3770,8,0,1541
586,01/12/2024,NDJ,South East,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,01/11/2024,RHU,South East,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,9838,758,2829,1451,0,792,4855,4,55,780,0,6,1441,58,3387,0,0,2649
588,01/11/2024,RXQ,South East,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,10655,1136,3542,0,0,0,4531,0,357,0,0,0,271,264,3890,766,0,2024
589,01/11/2024,NTV0W,South East,WOKING WALK IN CENTRE,0,0,2435,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
590,01/09/2024,RDU,South East,FRIMLEY HEALTH NHS FOUNDATION TRUST,22006,968,10346,0,0,0,10332,0,107,0,0,0,1910,247,5936,0,0,105
591,01/04/2024,Y00751,South East,EAST BERKS PRIMARY CARE OOH(WAM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,01/12/2024,Y00751,South East,EAST BERKS PRIMARY CARE OOH(WAM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,01/12/2024,RYY,South East,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,9337,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0
594,01/12/2024,RW1,South East,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,0,0,2915,0,0,0,0,0,51,0,0,0,0,0,0,0,0,121
595,01/12/2024,RTP,South East,SURREY AND SUSSEX HEALTHCARE NHS TRUST,11305,0,0,0,0,0,5040,0,0,0,0,0,662,525,3137,0,0,874
596,01/11/2024,Y07709,South East,READING URGENT CARE CENTRE,0,0,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,01/12/2024,RTH,South East,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12478,1562,2477,1746,0,145,5477,0,15,644,0,1,977,0,4684,116,14,4281
598,01/08/2024,RDR,South East,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,11466,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0
599,01/12/2024,AQN04,South East,PHL LYMINGTON UTC,0,0,2808,0,0,13,0,0,4,0,0,0,0,0,0,0,0,0
600,01/08/2024,RHU,South East,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,9425,762,2991,1367,0,783,4560,8,20,695,0,5,1503,19,3377,0,0,2373
601,01/11/2024,RW1,South East,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,0,0,2822,0,0,0,0,0,40,0,0,0,0,0,0,0,0,133
602,01/08/2024,RHW,South East,ROYAL BERKSHIRE NHS FOUNDATION TRUST,11028,2275,0,713,14,0,3195,11,0,174,2,0,297,0,2392,2,0,540
603,01/08/2024,RPC,South East,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,1586,0,0,0,0,0,0,0,0,0,0,0,0,0,3,583
604,01/11/2024,NTV0B,South East,ASHFORD WALK-IN-CENTRE,0,0,2243,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
605,01/11/2024,RTK,South East,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10468,0,0,0,0,0,3559,0,0,0,0,0,539,329,2769,0,0,509
606,01/12/2024,NTP11,South East,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0,0,5058,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0
607,01/12/2024,NTV0W,South East,WOKING WALK IN CENTRE,0,0,2564,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0
608,01/04/2024,NTPAD,South East,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,0,5566,0,0,327,0,0,238,0,0,2,0,0,0,0,0,0
609,01/08/2024,AQN04,South East,PHL LYMINGTON UTC,0,0,3066,0,0,11,0,0,8,0,0,0,0,0,0,0,0,0
610,01/05/2024,RTH,South East,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12430,1868,2321,1480,0,108,4159,0,2,412,0,0,687,1,4356,132,16,4727
611,01/11/2024,RTP,South East,SURREY AND SUSSEX HEALTHCARE NHS TRUST,11192,0,0,0,0,0,4397,0,0,0,0,0,659,549,3138,0,0,914
612,01/11/2024,RNU,South East,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,3746,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0
613,01/05/2024,RDR,South East,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,13042,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0
614,01/08/2024,RN5,South East,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,11978,104,476,0,0,161,5150,0,0,0,0,0,283,20,4148,10,37,1158
615,01/08/2024,RN7,South East,DARTFORD AND GRAVESHAM NHS TRUST,10046,0,3539,0,0,0,2955,0,16,0,0,0,578,50,2806,0,0,400
616,01/09/2024,RHM,South East,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,11349,1235,0,238,0,0,3915,114,0,87,0,0,354,11,3629,11,0,1467
617,01/11/2024,Y00751,South East,EAST BERKS PRIMARY CARE OOH(WAM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,01/11/2024,RA2,South East,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,7022,0,1388,830,0,8,1933,0,0,198,0,0,182,3,2619,0,0,1098
619,01/12/2024,Y07709,South East,READING URGENT CARE CENTRE,0,0,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,01/12/2024,Y02676,South East,BRIGHTON STATION HEALTH CENTRE,0,0,1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,01/11/2024,NTP11,South East,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0,0,5160,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0
622,01/11/2024,ACH01,South East,WHITSTABLE MEDICAL PRACTICE,0,0,5911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,01/08/2024,RYY,South East,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,15433,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0
624,01/11/2024,AQN04,South East,PHL LYMINGTON UTC,0,0,2593,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0
625,01/12/2024,RPC,South East,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,1316,0,0,0,0,0,5,0,0,0,0,0,0,0,2,480
626,01/12/2024,RNU,South East,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,3042,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0
627,01/12/2024,NTV0B,South East,ASHFORD WALK-IN-CENTRE,0,0,2372,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0
628,01/05/2024,RTP,South East,SURREY AND SUSSEX HEALTHCARE NHS TRUST,10800,0,0,0,0,0,3321,0,0,0,0,0,610,556,3119,0,0,556
629,01/08/2024,NTV0B,South East,ASHFORD WALK-IN-CENTRE,0,0,2331,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
630,01/09/2024,RTH,South East,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11866,1775,1956,1319,0,116,4182,0,0,398,0,1,788,0,4476,127,17,4358
631,01/08/2024,RPA,South East,MEDWAY NHS FOUNDATION TRUST,8254,0,6525,245,0,863,2698,0,448,55,0,0,405,572,1805,0,0,622
632,01/10/2024,NDJ,South East,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,01/08/2024,RWF,South East,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,16301,0,2179,771,0,173,2651,0,7,62,0,0,640,12,4915,0,0,884
634,01/08/2024,NTP11,South East,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0,0,5004,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0
635,01/12/2024,NTPAD,South East,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,0,5427,0,0,272,0,0,288,0,0,1,0,0,0,0,0,0
636,01/08/2024,RA2,South East,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6150,0,1404,587,0,14,758,0,0,49,0,0,60,0,2479,0,0,992
637,01/12/2024,RHM,South East,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,12323,1095,0,335,0,0,5590,82,0,150,0,0,355,9,4090,12,0,1619
638,01/11/2024,RN5,South East,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,11951,80,1329,0,0,114,5735,0,60,0,0,0,432,128,4314,10,35,1213
639,01/12/2024,R1F,South East,ISLE OF WIGHT NHS TRUST,4774,268,1468,18,0,26,1766,0,0,5,0,0,253,91,1152,0,0,198
640,01/11/2024,RHM,South East,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,12029,1176,0,292,0,0,5287,72,0,122,0,0,433,5,3804,9,0,1532
641,01/08/2024,NTPAD,South East,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,0,5199,0,0,273,0,0,15,0,0,0,0,0,0,0,0,0
642,01/09/2024,R1F,South East,ISLE OF WIGHT NHS TRUST,3961,256,1692,22,0,14,1855,0,0,7,0,0,267,79,1071,0,0,306
643,01/08/2024,RDU,South East,FRIMLEY HEALTH NHS FOUNDATION TRUST,21240,1000,10368,0,0,0,8383,0,41,0,0,0,2172,95,5446,0,0,262
644,01/09/2024,RVV,South East,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,12772,0,12158,0,0,0,5551,0,245,0,0,0,476,1017,2979,0,642,405
645,01/11/2024,RXC,South East,EAST SUSSEX HEALTHCARE NHS TRUST,8336,0,2261,2071,0,1488,3998,0,79,0,0,0,250,42,3210,0,0,397
646,01/09/2024,RWF,South East,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,17850,0,2125,915,0,154,3382,0,4,98,0,0,890,64,4902,0,0,893
647,01/05/2024,R1F,South East,ISLE OF WIGHT NHS TRUST,4425,0,2180,31,0,28,1782,0,2,11,0,0,127,22,1126,0,0,317
648,01/08/2024,Y00751,South East,EAST BERKS PRIMARY CARE OOH(WAM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,01/11/2024,RPA,South East,MEDWAY NHS FOUNDATION TRUST,9121,0,6396,360,0,1254,3152,0,646,92,0,0,327,771,1690,0,0,602
650,01/04/2024,RHU,South East,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,9965,803,3105,1335,0,819,4851,4,70,687,0,14,1470,14,3503,0,0,2536
651,01/11/2024,RDR,South East,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,11428,0,0,0,0,0,77,0,0,0,0,0,0,0,0,1
652,01/08/2024,RTP,South East,SURREY AND SUSSEX HEALTHCARE NHS TRUST,9840,0,0,0,0,0,2527,0,0,0,0,0,457,308,3099,0,0,798
653,01/08/2024,Y02676,South East,BRIGHTON STATION HEALTH CENTRE,0,0,1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,01/12/2024,RYR,South East,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,23249,1245,4343,1654,0,993,10412,26,466,572,0,34,600,800,8404,21,41,1439
655,01/05/2024,RN7,South East,DARTFORD AND GRAVESHAM NHS TRUST,11876,0,3899,0,0,0,3237,0,33,0,0,0,680,51,3190,0,0,459
656,01/11/2024,RVV,South East,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,13201,0,12737,0,0,0,6113,0,594,0,0,0,618,1121,3170,0,595,502
657,01/04/2024,RPC,South East,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,1400,0,0,0,0,0,6,0,0,0,0,0,0,0,3,493
658,01/09/2024,RPA,South East,MEDWAY NHS FOUNDATION TRUST,7925,0,6412,296,0,993,2816,0,507,67,0,0,337,636,1745,0,0,628
659,01/04/2024,RTH,South East,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11325,1862,2329,1397,0,100,3965,0,8,353,0,0,687,0,4141,125,23,4439
660,01/12/2024,RPA,South East,MEDWAY NHS FOUNDATION TRUST,8605,0,6738,287,0,1200,3619,0,705,87,0,0,341,771,1896,0,0,473
661,01/11/2024,RWF,South East,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,18553,0,2124,849,0,168,3865,0,8,125,0,0,964,80,5106,0,0,938
662,01/05/2024,NDJ,South East,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,01/11/2024,RDU,South East,FRIMLEY HEALTH NHS FOUNDATION TRUST,22368,885,10583,0,0,0,10181,4,164,0,0,0,1825,360,6253,0,0,94
664,01/12/2024,RN7,South East,DARTFORD AND GRAVESHAM NHS TRUST,12287,0,4001,0,0,0,4429,0,63,0,0,0,589,304,3461,0,0,441
665,01/12/2024,RN5,South East,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,11092,37,2612,0,0,114,5667,0,88,0,0,0,366,115,4227,5,27,1191
666,01/08/2024,RWX,South East,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,1441,0,0,0,0,0,11,0,0,0,0,0,0,0,46,0
667,01/08/2024,Y07709,South East,READING URGENT CARE CENTRE,0,0,2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,01/08/2024,RNU,South East,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,3643,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0
669,01/09/2024,AQN04,South East,PHL LYMINGTON UTC,0,0,2805,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0
670,01/12/2024,RWF,South East,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,19326,0,2212,0,0,0,4476,0,31,0,0,0,938,171,5225,0,0,981
671,01/08/2024,RBQ,North West,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155
672,01/08/2024,RXL,North West,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,8668,0,10210,286,0,280,4133,0,42,88,0,0,527,566,2542,0,0,1246
673,01/06/2024,RMC,North West,BOLTON NHS FOUNDATION TRUST,7628,0,3462,78,0,83,3952,0,295,40,0,7,497,607,2120,0,47,712
674,01/06/2024,RM3,North West,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,25044,0,8709,0,0,0,10980,0,305,0,0,0,1265,1066,6873,0,363,1567
675,01/01/2025,RY2,North West,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0,0,2916,0,0,182,0,0,38,0,0,3,0,0,0,0,0,0
676,01/11/2024,RXL,North West,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,8663,0,9773,340,0,250,4055,0,71,102,0,0,393,652,2527,0,0,1629
677,01/01/2025,RTX,North West,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,8682,0,2279,84,0,1377,3255,0,32,23,0,61,666,560,3200,0,30,982
678,01/06/2024,RWJ,North West,STOCKPORT NHS FOUNDATION TRUST,7762,0,1012,449,0,100,3031,0,22,150,0,2,716,270,2492,0,77,678
679,01/06/2024,RY2,North West,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0,0,3173,0,0,161,0,0,19,0,0,0,0,0,0,0,0,0
680,01/06/2024,RJR,North West,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5098,0,1971,0,0,0,2763,0,180,0,0,0,300,597,1470,0,0,1202
681,01/08/2024,RMP,North West,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,7648,0,2203,378,0,211,3013,0,0,0,0,0,629,97,1721,0,0,326
682,01/10/2024,RWW,North West,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,7216,0,3065,252,0,116,3728,0,93,86,0,4,676,843,1808,0,0,175
683,01/10/2024,RM3,North West,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,26692,0,9335,0,0,0,11798,0,437,0,0,0,1260,1316,7515,0,379,2027
684,01/01/2025,RMP,North West,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8430,0,3154,392,0,93,4007,0,6,0,0,0,231,798,1685,0,0,285
685,01/11/2024,RJN,North West,EAST CHESHIRE NHS TRUST,4281,0,0,72,0,44,2006,0,0,0,0,0,171,168,881,0,0,236
686,01/04/2024,NV693,North West,ROSSENDALE MIU & OOH,0,0,1019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
687,01/10/2024,RTX,North West,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,9335,0,3143,180,0,755,2974,0,77,14,0,72,527,387,3280,0,30,1010
688,01/06/2024,RBN,North West,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,16606,0,7186,387,0,0,6364,0,206,47,0,0,589,311,6800,0,0,632
689,01/09/2024,RJN,North West,EAST CHESHIRE NHS TRUST,4101,0,0,67,0,55,1982,0,0,0,0,0,214,182,827,0,0,211
690,01/06/2024,Y02532,North West,MIRIAM MINOR EMERGENCY,0,0,1627,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
691,01/01/2025,R0A,North West,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,24310,2966,10858,3436,493,1018,11707,123,638,1502,24,103,4456,749,5458,121,139,444
692,01/06/2024,RET,North West,THE WALTON CENTRE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173
693,01/11/2024,RM3,North West,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,26130,0,9115,0,0,0,12047,0,559,0,0,0,1252,1166,7384,0,407,2012
694,01/06/2024,RBL,North West,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7780,0,2781,185,0,166,4534,0,20,68,0,1,751,534,2143,0,0,1584
695,01/09/2024,RWJ,North West,STOCKPORT NHS FOUNDATION TRUST,7871,0,972,129,0,26,3509,0,29,59,0,2,781,193,2571,0,65,783
696,01/01/2025,RBN,North West,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,16188,0,6642,415,0,0,6164,0,53,46,0,0,452,482,7454,0,0,762
697,01/06/2024,REP,North West,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0,1368,0,0,140,0,0,137,0,0,0,0,0,0,0,106,0,7
698,01/08/2024,RY2,North West,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0,0,2856,0,0,160,0,0,35,0,0,1,0,0,0,0,0,0
699,01/01/2025,REP,North West,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0,1429,0,0,182,0,0,155,0,0,0,0,0,0,0,89,0,17
700,01/09/2024,RBT,North West,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,6969,0,2778,3,0,42,3843,0,35,3,0,0,536,654,2229,0,0,1033
701,01/01/2025,NV693,North West,ROSSENDALE MIU & OOH,0,0,920,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
702,01/07/2024,RBL,North West,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7920,0,2631,15,0,153,4540,0,4,8,0,0,611,648,2067,0,0,1824
703,01/07/2024,RWJ,North West,STOCKPORT NHS FOUNDATION TRUST,8420,0,1103,145,0,31,3579,0,40,63,0,2,828,260,2675,0,78,730
704,01/04/2024,Y02532,North West,MIRIAM MINOR EMERGENCY,0,0,1706,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
705,01/08/2024,RET,North West,THE WALTON CENTRE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168
706,01/11/2024,RBT,North West,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,7229,0,2646,0,0,48,4248,0,49,0,0,5,693,490,2460,0,0,1080
707,01/07/2024,RBN,North West,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,17086,0,7411,434,0,0,6076,0,213,74,0,0,660,385,7272,0,0,623
708,01/08/2024,RJN,North West,EAST CHESHIRE NHS TRUST,4125,0,0,89,0,37,1995,0,0,0,0,0,186,70,867,0,0,170
709,01/09/2024,RBV,North West,THE CHRISTIE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772
710,01/07/2024,RBV,North West,THE CHRISTIE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804
711,01/10/2024,RXR,North West,EAST LANCASHIRE HOSPITALS NHS TRUST,13289,0,10241,0,0,0,4885,0,577,0,0,0,476,1119,4103,0,69,1632
712,01/11/2024,Y02532,North West,MIRIAM MINOR EMERGENCY,0,0,1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,01/07/2024,RET,North West,THE WALTON CENTRE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177
714,01/08/2024,RBL,North West,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7488,0,2445,0,0,189,4206,0,6,0,0,1,668,628,2151,0,0,1647
715,01/08/2024,RBT,North West,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,6652,0,2720,4,0,48,3586,0,39,0,0,2,596,539,2223,0,0,926
716,01/07/2024,RMP,North West,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8799,0,2567,436,0,242,4269,0,0,0,0,0,836,126,1832,0,0,366
717,01/11/2024,REM,North West,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,15519,1791,8023,463,0,0,8126,97,177,94,0,0,2060,1092,4588,0,0,2398
718,01/08/2024,Y02532,North West,MIRIAM MINOR EMERGENCY,0,0,1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,01/03/2025,RY7,North West,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,4551,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0
720,01/03/2025,RXR,North West,EAST LANCASHIRE HOSPITALS NHS TRUST,13340,0,11173,0,0,0,4452,0,527,0,0,0,524,1105,3876,0,101,1664
721,01/11/2024,RBV,North West,THE CHRISTIE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681
722,01/04/2024,RY2,North West,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0,0,3432,0,0,183,0,0,54,0,0,3,0,0,0,0,0,0
723,01/10/2024,RBL,North West,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,8011,0,3133,0,0,224,4446,0,13,0,0,2,471,878,2161,0,0,1920
724,01/01/2025,RMC,North West,BOLTON NHS FOUNDATION TRUST,7790,0,3614,100,0,55,3727,0,157,47,0,3,535,504,2424,0,128,1029
725,01/01/2025,RJR,North West,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,4792,0,2147,0,0,0,2606,0,220,0,0,0,226,717,1678,0,0,1366
